Cell	ImmClassifier_prediction
JTS.96.0508	L:T:CD4:Treg
PTH3.10.0508	L:T:CD4:CM
PTH3.13.0508	L:T:CD4:Naive
PTH3.14.0508	L:T:CD4:CM
PTH3.15.0508	L:T:CD4:Naive
PTH3.18.0508	L:T:CD4:CM
PTH3.19.0508	L:T:CD4:Naive
PTH3.20.0508	L:T:CD4:Naive
PTH3.31.0508	L:T:CD4:Naive
PTH3.33.0508	L:T:CD4:Naive
PTH3.34.0508	L:T:CD4:Naive
PTH3.36.0508	L:T:CD4:CM
PTH3.6.0508	L:T:CD4:Naive
PTH3.7.0508	L:T:CD4:Naive
TTH1.10.0508	L:T:CD4:CM
TTH1.11.0508	L:T:CD4:Treg
TTH1.12.0508	L:T:CD4:Naive
TTH1.13.0508	L:T:CD4:Naive
TTH1.14.0508	L:T:CD4:CM
TTH1.15.0508	L:T:CD4:EM
TTH1.16.0508	L:T:CD8:EMRA
TTH1.17.0508	L:T:CD8:EMRA
TTH1.18.0508	L:T:CD4:Treg
TTH1.19.0508	L:T:CD4:CM
TTH1.20.0508	L:T:CD4:Tfh
TTH1.21.0508	L:T:CD4:TRM
TTH1.22.0508	L:T:CD4:Treg
TTH1.23.0508	L:T:CD8:EMRA
TTH1.25.0508	L:T:CD4:Naive
TTH1.26.0508	L:T:CD4:Treg
TTH1.27.0508	L:T:CD4:EM
TTH1.28.0508	L:T:CD4:Treg
TTH1.29.0508	L:T:CD4:Treg
TTH1.30.0508	L:T:CD4:Tfh
TTH1.3.0508	L:T:CD4:Naive
TTH1.31.0508	L:T:CD4:EM
TTH1.32.0508	L:T:CD4:Treg
TTH1.33.0508	L:T:CD4:Treg
TTH1.35.0508	L:T:CD4:Treg
TTH1.36.0508	L:T:CD4:EM
TTH1.37.0508	L:T:CD4:Treg
TTH1.38.0508	L:T:CD4:Treg
TTH1.39.0508	L:T:CD8:EMRA
TTH1.40.0508	L:T:CD4:Naive
TTH1.4.0508	L:T:CD4:Treg
TTH1.41.0508	L:T:CD4:Tfh
TTH1.42.0508	L:T:CD4:Treg
TTH1.43.0508	L:T:CD8:EMRA
TTH1.44.0508	L:T:CD4:EM
TTH1.45.0508	L:T:CD4:EM
TTH1.46.0508	L:T:CD4:EM
TTH1.47.0508	L:T:CD4:EM
TTH1.49.0508	L:T:CD8:EMRA
TTH1.50.0508	L:T:CD4:TRM
TTH1.5.0508	L:T:CD4:Naive
TTH1.51.0508	L:T:CD8:EMRA
TTH1.52.0508	L:T:CD4:Naive
TTH1.53.0508	L:T:CD4:Treg
TTH1.54.0508	L:T:CD4:CM
TTH1.55.0508	L:T:CD4:Treg
TTH1.56.0508	L:T:CD4:Naive
TTH1.57.0508	L:T:CD4:EM
TTH1.58.0508	L:T:CD4:Treg
TTH1.59.0508	L:T:CD4:CM
TTH1.60.0508	L:T:CD4:Treg
TTH1.6.0508	L:T:CD4:TRM
TTH1.61.0508	L:T:CD4:EM
TTH1.62.0508	L:T:CD4:Naive
TTH1.64.0508	L:T:CD8:EMRA
TTH1.65.0508	L:T:CD4:Treg
TTH1.66.0508	L:T:CD4:Treg
TTH1.68.0508	L:T:CD4:Treg
TTH1.69.0508	L:T:CD4:EM
TTH1.70.0508	L:T:CD4:Treg
TTH1.7.0508	L:T:CD4:TRM
TTH1.71.0508	L:T:CD4:Naive
TTH1.72.0508	L:T:CD4:Treg
TTH1.73.0508	L:T:CD4:Naive
TTH1.74.0508	L:T:CD8:EMRA
TTH1.76.0508	L:T:CD8:EM
TTH1.77.0508	L:T:CD8:EM
TTH1.78.0508	L:T:CD4:Treg
TTH1.79.0508	L:T:CD4:EM
TTH1.80.0508	L:T:CD8:EM
TTH1.8.0508	L:T:CD4:Treg
TTH1.81.0508	L:T:CD8:EMRA
TTH1.83.0508	L:T:CD4:Naive
TTH1.84.0508	L:T:CD8:EMRA
TTH1.85.0508	L:T:CD4:Treg
TTH1.86.0508	L:T:CD8:EMRA
TTH1.87.0508	L:T:CD8:EM
TTH1.88.0508	L:T:CD8:EMRA
TTH1.89.0508	L:T:CD4:CM
TTH1.90.0508	L:T:CD8:EMRA
TTH1.9.0508	L:NK
TTH1.91.0508	L:T:CD4:Treg
TTH1.92.0508	L:T:CD4:Treg
TTH1.93.0508	L:T:CD4:EM
TTH1.94.0508	L:T:CD8:EM
TTH1.95.0508	L:T:CD4:Treg
TTH1.96.0508	L:T:CD4:EM
JTH.10.0508	L:T:CD8:EMRA
JTH.1.0508	L:T:CD4:Naive
JTH.11.0508	L:T:CD4:EM
JTH.12.0508	L:T:CD4:Naive
JTH.13.0508	L:T:CD4:CM
JTH.14.0508	L:T:CD4:Naive
JTH.15.0508	L:T:CD4:EM
JTH.16.0508	L:T:CD4:Naive
JTH.17.0508	L:T:CD4:EM
JTH.18.0508	L:T:CD4:Treg
JTH.20.0508	L:T:CD8:EMRA
JTH.2.0508	L:T:CD4:TRM
JTH.21.0508	L:T:CD4:Treg
JTH.22.0508	L:T:CD4:EM
JTH.23.0508	L:T:CD4:Naive
JTH.24.0508	L:T:CD4:EM
JTH.26.0508	L:T:CD8:EM
JTH.27.0508	L:T:CD4:CM
JTH.28.0508	L:T:CD4:CM
JTH.29.0508	L:T:CD8:EMRA
JTH.30.0508	L:T:CD4:Naive
JTH.3.0508	L:T:CD8:TRM
JTH.31.0508	L:T:CD4:EM
JTH.32.0508	L:T:CD8:EM
JTH.33.0508	L:T:CD4:Naive
JTH.34.0508	L:T:CD4:EM
JTH.35.0508	L:T:CD4:TRM
JTH.36.0508	L:T:CD8:CM
JTH.37.0508	L:T:CD4:TRM
JTH.38.0508	L:T:CD4:Naive
JTH.39.0508	L:T:CD4:TRM
JTH.40.0508	L:T:CD4:Naive
JTH.41.0508	L:T:CD8:EM
JTH.5.0508	L:T:CD4:EM
JTH.6.0508	L:T:CD4:EM
JTH.7.0508	L:T:CD8:EMRA
JTH.9.0508	L:T:CD4:EM
NTH1.2.0508	L:T:CD8:EM
NTH1.3.0508	L:T:CD4:Naive
NTH1.4.0508	L:T:CD4:TRM
NTH1.5.0508	L:T:CD8:EM
NTH1.6.0508	L:T:CD4:EM
NTH1.7.0508	L:T:CD4:Naive
NTH1.8.0508	L:T:CD4:CM
NTH2.10.0508	L:T:CD4:TRM
NTH2.11.0508	L:T:CD4:Treg
NTH2.12.0508	L:T:CD4:EM
NTH2.13.0508	L:T:CD4:TRM
NTH2.15.0508	L:T:CD4:Treg
NTH2.16.0508	L:T:CD4:TRM
NTH2.17.0508	L:T:CD4:EM
NTH2.18.0508	L:T:CD4:EM
NTH2.20.0508	L:T:CD4:Naive
NTH2.21.0508	L:T:CD4:EM
NTH2.24.0508	L:T:CD8:EMRA
NTH2.25.0508	L:T:CD8:Naive
NTH2.26.0508	L:T:CD4:EM
NTH2.27.0508	L:T:CD4:CM
NTH2.28.0508	L:T:CD4:EM
NTH2.29.0508	L:T:CD8:Naive
NTH2.30.0508	L:T:CD4:EM
NTH2.31.0508	L:T:CD4:CM
NTH2.32.0508	L:T:CD4:Naive
NTH2.35.0508	L:T:CD4:Naive
NTH2.36.0508	L:T:CD4:EM
NTH2.37.0508	L:T:CD4:TRM
NTH2.39.0508	L:T:CD8:EMRA
NTH2.40.0508	L:T:CD4:Treg
NTH2.41.0508	L:T:CD4:EM
NTH2.42.0508	L:T:CD4:EM
NTH2.43.0508	L:T:CD4:Naive
NTH2.44.0508	L:T:CD4:EM
NTH2.45.0508	L:B
NTH2.46.0508	L:T:CD4:Naive
NTH2.47.0508	L:T:CD8:EM
NTH2.48.0508	L:T:CD4:EM
NTH2.49.0508	L:T:CD4:EM
NTH2.52.0508	L:T:CD4:EM
NTH2.53.0508	L:T:CD4:EM
NTH2.54.0508	L:T:CD4:CM
NTH2.55.0508	L:T:CD8:EMRA
NTH2.56.0508	L:T:CD4:Naive
NTH2.57.0508	L:T:CD4:Naive
NTH2.58.0508	L:T:CD4:EM
NTH2.59.0508	L:T:CD4:EM
NTH2.60.0508	L:T:CD4:Naive
NTH2.61.0508	L:T:CD4:TRM
NTH2.62.0508	L:T:CD4:EM
NTH2.66.0508	L:T:CD4:EM
NTH2.67.0508	L:T:CD4:EM
NTH2.68.0508	L:T:CD4:EM
NTH2.69.0508	L:B
NTH2.70.0508	L:T:CD4:TRM
NTH2.71.0508	L:T:CD8:EM
NTH2.72.0508	L:T:CD8:EM
NTH2.73.0508	L:T:CD8:Naive
NTH2.74.0508	L:T:CD4:CM
NTH2.75.0508	L:T:CD8:EM
NTH2.77.0508	L:T:CD4:Naive
NTH2.78.0508	L:T:CD8:TRM
NTH2.79.0508	L:T:CD4:CM
NTH2.80.0508	L:T:CD4:CM
NTH2.82.0508	L:T:CD4:Naive
NTH2.83.0508	L:T:CD4:Treg
NTH2.84.0508	L:T:CD4:Treg
NTH2.85.0508	L:T:CD4:Treg
NTH2.86.0508	L:T:CD4:Naive
NTH2.88.0508	L:T:CD4:EM
NTH2.89.0508	L:T:CD8:EM
NTH2.9.0508	L:T:CD8:EM
NTH2.92.0508	L:T:CD4:Ex
NTH2.93.0508	L:T:CD8:EMRA
NTH2.94.0508	L:T:CD4:Naive
NTH2.95.0508	L:T:CD8:Naive
NTH2.96.0508	L:T:CD4:Naive
PTH1.6.0508	L:T:CD4:Naive
PTH1.7.0508	L:T:CD4:CM
PTH1.8.0508	L:T:CD4:CM
PTH2.5.0508	L:T:CD4:Naive
PTH2.6.0508	L:T:CD4:Naive
PTH2.7.0508	L:T:CD4:Naive
PTH3.1.0508	L:T:CD4:Naive
PTH3.21.0508	L:T:CD4:CM
PTH3.22.0508	L:T:CD4:CM
PTH3.23.0508	L:T:CD4:CM
PTH3.24.0508	L:T:CD4:Naive
PTH3.25.0508	L:T:CD4:Naive
PTH3.26.0508	L:T:CD8:EM
PTH3.27.0508	L:T:CD4:CM
PTH3.28.0508	L:T:CD4:Naive
PTH3.29.0508	L:T:CD4:Naive
PTH3.30.0508	L:T:CD4:Naive
PTH3.38.0508	L:T:CD4:Naive
PTH3.39.0508	L:T:CD4:CM
PTH3.40.0508	L:T:CD8:Naive
PTH3.42.0508	L:T:CD4:CM
PTH3.43.0508	L:T:CD8:Naive
PTH3.44.0508	L:T:CD4:Naive
PTH3.45.0508	L:T:CD4:Naive
PTH3.46.0508	L:T:CD4:CM
PTH3.48.0508	L:T:CD8:Naive
PTH3.50.0508	L:T:CD4:Naive
PTH3.51.0508	L:T:CD4:Naive
PTH3.52.0508	L:T:CD4:Naive
PTH3.53.0508	L:T:CD8:Naive
PTH3.54.0508	L:T:CD8:Naive
PTH3.56.0508	L:T:CD4:Naive
PTH3.58.0508	L:T:CD4:Naive
PTH3.59.0508	L:T:CD4:Naive
PTH3.60.0508	L:T:CD4:CM
PTH3.61.0508	L:T:CD4:Naive
PTH3.62.0508	L:T:CD4:Naive
PTH3.64.0508	L:T:CD4:CM
PTH3.65.0508	L:T:CD8:EM
PTH3.66.0508	L:T:CD4:CM
PTH3.67.0508	L:T:CD4:Naive
PTH3.68.0508	L:T:CD4:CM
PTH3.69.0508	L:T:CD4:Naive
PTH3.70.0508	L:T:CD4:Naive
PTH3.71.0508	L:T:CD4:CM
PTH3.72.0508	L:T:CD4:Naive
PTH3.73.0508	L:T:CD4:CM
PTH3.76.0508	L:T:CD4:Naive
PTH3.78.0508	L:T:CD4:CM
PTH3.79.0508	L:T:CD8:Naive
PTH3.81.0508	L:T:CD8:Naive
PTH3.82.0508	L:T:CD4:Naive
PTH3.84.0508	L:T:CD4:CM
PTH3.85.0508	L:T:CD4:Naive
PTH3.86.0508	L:T:CD4:Naive
PTH3.87.0508	L:T:CD8:Naive
PTH3.88.0508	L:T:CD4:CM
PTH3.89.0508	L:T:CD4:Naive
PTH3.90.0508	L:T:CD4:Naive
PTH3.91.0508	L:T:CD4:CM
PTH3.92.0508	L:T:CD4:Treg
PTH3.93.0508	L:T:CD4:Naive
PTH3.94.0508	L:T:CD4:Naive
PTH3.95.0508	L:T:CD4:Naive
PTH3.96.0508	L:T:CD4:Naive
TTH1.1.0508	L:T:CD4:Treg
TTH2.2.0508	L:T:CD4:Naive
TTH2.3.0508	L:T:CD8:Naive
TTH2.4.0508	L:T:CD4:Treg
TTH2.5.0508	L:T:CD4:Treg
TTH2.6.0508	L:T:CD4:CM
TTH2.7.0508	L:T:CD8:EMRA
TTH2.8.0508	L:T:CD4:EM
JTH.42.0508	L:T:CD8:EMRA
JTH.43.0508	L:T:CD4:Naive
JTH.44.0508	L:T:CD8:EMRA
JTH.45.0508	L:T:CD4:TRM
JTH.46.0508	L:T:CD4:CM
JTH.47.0508	L:T:CD4:EM
JTH.49.0508	L:T:CD4:Naive
JTH.50.0508	L:T:CD4:TRM
JTH.51.0508	L:T:CD4:Naive
JTH.53.0508	L:T:CD8:Naive
JTH.54.0508	L:T:CD4:CM
JTH.55.0508	L:T:CD4:EM
JTH.56.0508	L:T:CD4:EM
JTH.57.0508	L:T:CD4:EM
JTH.58.0508	L:T:CD4:EM
JTH.59.0508	L:T:CD8:EMRA
JTH.60.0508	L:T:CD4:Treg
JTH.61.0508	L:T:CD8:EM
JTH.62.0508	L:T:CD4:Naive
JTH.64.0508	L:T:CD4:TRM
JTH.65.0508	L:T:CD4:EM
JTH.66.0508	L:T:CD4:Naive
JTH.67.0508	L:T:CD8:Naive
JTH.68.0508	L:T:CD8:TRM
JTH.69.0508	L:T:CD4:Naive
JTH.70.0508	L:T:CD8:Naive
JTH.71.0508	L:T:CD4:Treg
JTH.72.0508	L:T:CD4:EM
JTH.74.0508	L:T:CD4:TRM
JTH.75.0508	L:T:CD4:EM
JTH.76.0508	L:T:CD4:EM
JTH.77.0508	L:T:CD4:EM
JTH.78.0508	L:T:CD4:CM
JTH.79.0508	L:T:CD8:EM
JTH.81.0508	L:T:CD4:EM
JTH.82.0508	L:T:CD4:Tfh
JTH.83.0508	L:T:CD8:EMRA
JTH.84.0508	L:T:CD4:EM
JTH.85.0508	L:T:CD4:CM
JTH.86.0508	L:B
JTH.87.0508	L:T:CD4:Treg
JTH.88.0508	L:T:CD4:TRM
JTH.89.0508	L:T:CD4:EM
JTH.90.0508	L:T:CD4:CM
JTH.92.0508	L:T:CD4:EM
JTH.93.0508	L:T:CD4:Naive
JTH.94.0508	L:T:CD4:Naive
JTH.95.0508	L:T:CD4:Treg
JTH.96.0508	L:T:CD8:EM
NTC100.1116	L:unconvT:MAIT
NTC101.1116	L:T:CD8:TRM
NTC102.1116	L:unconvT:MAIT
NTC103.1116	L:T:CD8:TRM
NTC104.1116	L:unconvT:MAIT
NTC105.1116	L:unconvT:MAIT
NTC106.1116	L:T:CD8:TRM
NTC107.1116	L:NK
NTC108.1116	L:T:CD8:TRM
NTC109.1116	L:NK
NTC110.1116	L:T:CD8:TRM
NTC112.1116	L:T:CD8:TRM
NTC113.1116	L:T:CD8:TRM
NTC114.1116	L:T:CD8:TRM
NTC115.1116	L:T:CD8:TRM
NTC116.1116	L:NK
NTC117.1116	L:NK
NTC118.1116	L:T:CD8:TRM
NTC119.1116	L:T:CD8:TRM
NTC120.1116	L:NK
NTC121.1116	L:NK
NTC122.1116	L:T:CD8:EMRA
NTC124.1116	L:T:CD8:TRM
NTC125.1116	L:T:CD8:TRM
NTC126.1116	L:T:CD8:TRM
NTC127.1116	L:unconvT:MAIT
NTC128.1116	L:NK
NTC129.1116	L:T:CD8:TRM
NTC130.1116	L:T:CD8:TRM
NTC131.1116	L:NK
NTC132.1116	L:T:CD8:TRM
NTC133.1116	L:T:CD8:TRM
NTC134.1116	L:T:CD8:TRM
NTC135.1116	L:T:CD8:TRM
NTC136.1116	M:Mega
NTC137.1116	L:T:CD8:TRM
NTC139.1116	L:T:CD8:TRM
NTC140.1116	L:T:CD8:TRM
NTC141.1116	L:NK
NTC142.1116	L:unconvT:MAIT
NTC143.1116	L:T:CD8:TRM
NTC144.1116	L:T:CD8:TRM
NTC146.1116	L:B:PC
NTC147.1116	L:T:CD8:EM
NTC148.1116	L:T:CD8:TRM
NTC149.1116	L:T:CD8:TRM
NTC150.1116	L:T:CD8:TRM
NTC151.1116	L:T:CD8:TRM
NTC152.1116	L:NK
NTC153.1116	L:T:CD8:TRM
NTC154.1116	L:T:CD8:TRM
NTC155.1116	L:T:CD8:TRM
NTC157.1116	L:T:CD8:TRM
NTC158.1116	L:T:CD8:TRM
NTC159.1116	L:T:CD8:TRM
NTC160.1116	L:T:CD8:TRM
NTC161.1116	L:unconvT:MAIT
NTC162.1116	L:T:CD8:TRM
NTC163.1116	L:T:CD8:TRM
NTC164.1116	L:NK
NTC165.1116	L:T:CD8:TRM
NTC166.1116	L:T:CD8:TRM
NTC167.1116	L:NK
NTC168.1116	L:T:CD8:TRM
NTC169.1116	L:NK
NTC170.1116	L:T:CD8:TRM
NTC171.1116	L:NK
NTC172.1116	L:T:CD8:TRM
NTC173.1116	L:T:CD8:TRM
NTC174.1116	L:T:CD8:TRM
NTC175.1116	L:NK
NTC176.1116	L:unconvT:MAIT
NTC177.1116	L:T:CD8:Ex
NTC178.1116	L:T:CD8:TRM
NTC179.1116	L:NK
NTC180.1116	L:T:CD8:TRM
NTC181.1116	L:T:CD8:TRM
NTC182.1116	L:NK
NTC183.1116	L:unconvT:MAIT
NTC184.1116	L:T:CD8:TRM
NTC185.1116	L:NK
NTC186.1116	L:T:CD8:TRM
NTC187.1116	L:B
NTC189.1116	L:T:CD8:TRM
NTC190.1116	L:T:CD8:TRM
NTC191.1116	L:T:CD8:TRM
NTC192.1116	L:T:CD8:TRM
NTC97.1116	L:unconvT:MAIT
NTC99.1116	L:T:CD8:TRM
NTH10.1116	L:T:CD4:TRM
NTH11.1116	L:T:CD8:TRM
NTH1.1116	L:T:CD4:TRM
NTH12.1116	L:T:CD4:TRM
NTH13.1116	L:T:CD8:EM
NTH14.1116	L:T:CD4:Treg
NTH15.1116	L:T:CD8:TRM
NTH16.1116	L:T:CD4:TRM
NTH17.1116	L:T:CD4:Ex
NTH18.1116	L:T:CD4:TRM
NTH19.1116	L:T:CD4:TRM
NTH20.1116	L:T:CD4:Treg
NTH21.1116	L:T:CD8:TRM
NTH2.1116	L:T:CD4:Ex
NTH23.1116	L:T:CD4:Ex
NTH24.1116	L:T:CD4:TRM
NTH25.1116	L:T:CD4:TRM
NTH26.1116	L:T:CD4:Ex
NTH27.1116	L:NK
NTH28.1116	L:B
NTH29.1116	L:B:PC
NTH3.1116	L:T:CD4:TRM
NTH32.1116	L:T:CD8:EMRA
NTH4.1116	M:Eos
NTH5.1116	L:T:CD4:Treg
NTH6.1116	L:T:CD4:Treg
NTH7.1116	L:T:CD4:TRM
NTH8.1116	L:T:CD8:EMRA
NTH9.1116	L:NK
PTC100.1116	L:T:CD8:TRM
PTC101.1116	L:NK
PTC102.1116	L:NK
PTC103.1116	L:NK
PTC104.1116	L:NK
PTC105.1116	L:T:CD8:TRM
PTC106.1116	L:T:CD8:Ex
PTC107.1116	L:T:CD8:TRM
PTC108.1116	L:T:CD8:EMRA
PTC109.1116	L:NK
PTC110.1116	L:NK
PTC111.1116	L:NK
PTC112.1116	L:T:CD8:TRM
PTC113.1116	L:T:CD8:TRM
PTC114.1116	L:NK
PTC115.1116	L:T:CD8:TRM
PTC117.1116	L:NK
PTC118.1116	L:NK
PTC119.1116	L:T:CD4:Treg
PTC120.1116	L:NK
PTC121.1116	L:NK
PTC122.1116	L:B
PTC123.1116	L:NK
PTC124.1116	L:B
PTC125.1116	L:NK
PTC126.1116	L:NK
PTC127.1116	L:NK
PTC128.1116	L:NK
PTC129.1116	L:NK
PTC130.1116	L:T:CD8:TRM
PTC132.1116	L:NK
PTC133.1116	L:T:CD8:TRM
PTC134.1116	L:T:CD4:Treg
PTC135.1116	L:T:CD4:Treg
PTC136.1116	L:NK
PTC138.1116	L:NK
PTC139.1116	L:T:CD8:Ex
PTC140.1116	L:NK
PTC141.1116	L:NK
PTC142.1116	L:T:CD8:TRM
PTC143.1116	L:NK
PTC144.1116	L:T:CD4:TRM
PTC145.1116	L:T:CD8:EMRA
PTC146.1116	L:NK
PTC147.1116	L:NK
PTC148.1116	L:T:CD8:TRM
PTC149.1116	CD34
PTC150.1116	L:T:CD8:TRM
PTC151.1116	L:NK
PTC152.1116	L:NK
PTC153.1116	L:T:CD8:EM
PTC154.1116	L:T:CD8:TRM
PTC155.1116	L:B
PTC156.1116	L:B
PTC157.1116	L:NK
PTC158.1116	L:T:CD8:TRM
PTC161.1116	L:NK
PTC163.1116	L:NK
PTC164.1116	L:unconvT:gdT
PTC166.1116	L:T:CD8:EMRA
PTC168.1116	L:NK
PTC169.1116	L:NK
PTC170.1116	L:NK
PTC171.1116	L:NK
PTC172.1116	L:T:CD8:EMRA
PTC173.1116	L:T:CD8:TRM
PTC174.1116	L:NK
PTC175.1116	L:NK
PTC176.1116	L:NK
PTC179.1116	L:T:CD8:TRM
PTC181.1116	L:NK
PTC182.1116	L:NK
PTC184.1116	L:unconvT:MAIT
PTC185.1116	L:T:CD8:TRM
PTC186.1116	L:T:CD8:EMRA
PTC187.1116	L:NK
PTC188.1116	L:T:CD8:EM
PTC189.1116	L:NK
PTC190.1116	L:T:CD8:TRM
PTC191.1116	L:NK
PTC192.1116	L:NK
PTC97.1116	L:T:CD8:TRM
PTC98.1116	L:B
PTC99.1116	L:NK
PTH10.1116	L:T:CD4:Naive
PTH11.1116	L:T:CD4:Treg
PTH12.1116	L:T:CD4:Treg
PTH13.1116	L:T:CD4:CM
PTH14.1116	L:T:CD4:Treg
PTH15.1116	L:B
PTH16.1116	L:NK
PTH17.1116	L:T:CD4:CM
PTH18.1116	L:T:CD4:Treg
PTH19.1116	L:T:CD4:Treg
PTH21.1116	L:T:CD4:Treg
PTH2.1116	L:T:CD4:Naive
PTH22.1116	L:T:CD4:Treg
PTH23.1116	L:T:CD4:Treg
PTH24.1116	L:T:CD4:Treg
PTH25.1116	L:T:CD4:CM
PTH26.1116	L:T:CD4:CM
PTH27.1116	L:T:CD4:Naive
PTH28.1116	L:T:CD4:CM
PTH30.1116	L:NK
PTH31.1116	L:T:CD4:CM
PTH3.1116	L:T:CD4:TRM
PTH32.1116	L:T:CD4:CM
PTH33.1116	L:T:CD4:Treg
PTH34.1116	L:T:CD4:CM
PTH35.1116	L:T:CD4:Treg
PTH36.1116	L:T:CD4:CM
PTH37.1116	L:T:CD4:CM
PTH39.1116	L:T:CD4:CM
PTH40.1116	L:T:CD4:Treg
PTH41.1116	L:T:CD4:Naive
PTH4.1116	L:T:CD4:Naive
PTH42.1116	L:T:CD4:Treg
PTH43.1116	L:T:CD4:CM
PTH44.1116	L:T:CD4:Treg
PTH45.1116	L:T:CD4:Treg
PTH46.1116	L:T:CD4:Treg
PTH47.1116	L:T:CD4:Treg
PTH48.1116	L:T:CD4:Treg
PTH49.1116	L:T:CD4:Treg
PTH50.1116	L:T:CD4:Treg
PTH51.1116	L:T:CD4:Treg
PTH5.1116	L:T:CD4:Naive
PTH52.1116	L:T:CD4:Treg
PTH53.1116	L:B:PC
PTH54.1116	L:T:CD4:Treg
PTH55.1116	L:T:CD4:CM
PTH56.1116	L:T:CD4:Treg
PTH57.1116	L:T:CD4:Treg
PTH59.1116	L:T:CD4:Naive
PTH60.1116	L:T:CD4:Naive
PTH61.1116	L:T:CD4:Treg
PTH6.1116	L:T:CD4:Naive
PTH62.1116	L:T:CD4:Treg
PTH64.1116	L:T:CD4:Treg
PTH65.1116	L:T:CD4:CM
PTH66.1116	L:T:CD4:Treg
PTH67.1116	L:T:CD4:Treg
PTH68.1116	L:T:CD4:Treg
PTH69.1116	L:T:CD4:Naive
PTH70.1116	L:T:CD4:Treg
PTH71.1116	L:T:CD4:CM
PTH7.1116	L:T:CD4:Naive
PTH72.1116	L:T:CD4:CM
PTH73.1116	L:T:CD4:Treg
PTH74.1116	L:T:CD4:Treg
PTH75.1116	L:T:CD4:CM
PTH76.1116	L:T:CD4:Treg
PTH77.1116	L:T:CD4:Treg
PTH78.1116	L:B
PTH79.1116	L:T:CD4:Naive
PTH80.1116	L:T:CD4:Treg
PTH81.1116	L:T:CD4:Treg
PTH8.1116	L:T:CD4:Naive
PTH82.1116	L:T:CD4:Treg
PTH83.1116	L:T:CD4:Treg
PTH84.1116	CD34
PTH85.1116	L:T:CD4:Treg
PTH86.1116	L:B
PTH87.1116	L:T:CD4:Treg
PTH88.1116	L:T:CD4:Treg
PTH89.1116	L:NK
PTH90.1116	L:T:CD4:Naive
PTH91.1116	L:T:CD4:Treg
PTH9.1116	L:T:CD8:EMRA
PTH92.1116	L:T:CD4:CM
PTH93.1116	L:T:CD4:Naive
PTH94.1116	L:B
PTH95.1116	L:T:CD4:Treg
PTH96.1116	L:T:CD4:Ex
TTC100.1116	L:T:CD4:Tfh
TTC101.1116	L:T:CD8:TRM
TTC102.1116	L:T:CD8:TRM
TTC103.1116	L:T:CD8:TRM
TTC104.1116	L:T:CD8:EMRA
TTC105.1116	L:T:CD8:TRM
TTC106.1116	L:T:CD8:TRM
TTC107.1116	L:T:CD8:TRM
TTC108.1116	L:T:CD8:TRM
TTC109.1116	L:T:CD8:TRM
TTC110.1116	L:T:CD8:TRM
TTC111.1116	L:T:CD8:TRM
TTC11.1116	L:T:CD8:TRM
TTC1.1116	L:T:CD8:TRM
TTC112.1116	L:T:CD8:TRM
TTC113.1116	L:T:CD8:TRM
TTC114.1116	L:T:CD8:TRM
TTC115.1116	L:T:CD8:TRM
TTC116.1116	L:T:CD8:TRM
TTC117.1116	L:T:CD8:TRM
TTC118.1116	L:T:CD8:TRM
TTC119.1116	L:T:CD8:TRM
TTC120.1116	L:T:CD8:TRM
TTC12.1116	L:T:CD8:TRM
TTC13.1116	L:T:CD8:TRM
TTC14.1116	L:T:CD8:TRM
TTC15.1116	L:T:CD4:Ex
TTC16.1116	L:T:CD8:TRM
TTC17.1116	L:T:CD8:TRM
TTC18.1116	L:T:CD8:TRM
TTC19.1116	L:T:CD8:TRM
TTC20.1116	L:T:CD8:TRM
TTC21.1116	L:T:CD8:TRM
TTC2.1116	L:T:CD8:TRM
TTC22.1116	L:T:CD8:TRM
TTC23.1116	L:T:CD8:TRM
TTC24.1116	L:T:CD8:TRM
TTC25.1116	L:T:CD8:TRM
TTC26.1116	L:T:CD8:TRM
TTC27.1116	L:T:CD8:TRM
TTC28.1116	L:T:CD8:TRM
TTC29.1116	L:T:CD8:TRM
TTC30.1116	L:T:CD8:TRM
TTC31.1116	L:T:CD8:TRM
TTC3.1116	L:T:CD8:Ex
TTC32.1116	L:T:CD8:TRM
TTC34.1116	L:T:CD8:TRM
TTC35.1116	L:T:CD8:TRM
TTC36.1116	L:T:CD8:TRM
TTC37.1116	L:T:CD8:TRM
TTC38.1116	L:T:CD8:TRM
TTC39.1116	L:T:CD8:TRM
TTC40.1116	L:T:CD8:TRM
TTC41.1116	L:T:CD8:TRM
TTC4.1116	L:T:CD8:Ex
TTC42.1116	L:T:CD8:TRM
TTC5.1116	L:T:CD8:TRM
TTC52.1116	L:T:CD8:TRM
TTC53.1116	L:T:CD8:TRM
TTC54.1116	L:T:CD8:TRM
TTC55.1116	L:T:CD8:TRM
TTC56.1116	L:T:CD8:TRM
TTC57.1116	L:T:CD8:TRM
TTC58.1116	L:T:CD8:TRM
TTC59.1116	L:T:CD8:TRM
TTC60.1116	L:T:CD8:TRM
TTC61.1116	L:T:CD8:TRM
TTC6.1116	L:T:CD8:TRM
TTC62.1116	L:T:CD8:TRM
TTC63.1116	L:T:CD8:TRM
TTC64.1116	L:T:CD8:TRM
TTC65.1116	L:T:CD8:TRM
TTC66.1116	L:T:CD8:TRM
TTC67.1116	L:T:CD8:TRM
TTC68.1116	L:T:CD8:TRM
TTC69.1116	L:T:CD8:TRM
TTC70.1116	L:T:CD8:TRM
