Cell	ImmClassifier_prediction
HNSCC_combo2_HNSCC_ComboP2_B05	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_B03	L:T:CD4:Treg
HNSCC_combo2_HNSCC_ComboP2_E07	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_D05	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_B06	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_A09	M:Mast
HNSCC_combo2_HNSCC_ComboP2_F08	L:B
HNSCC_combo2_HNSCC_ComboP2_H04	L:T:CD4:Treg
HNSCC_combo2_HNSCC_ComboP2_D02	M:Mono:mDC
HNSCC_combo2_HNSCC_ComboP2_E02	L:T:CD4:Naive
HNSCC_combo2_HNSCC_ComboP2_H03	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_A06	L:T:CD4:Treg
HNSCC_combo2_HNSCC_ComboP2_A03	L:T:CD8:TRM
HNSCC_combo2_HNSCC_ComboP2_H07	L:B:PC
HNSCC_combo2_HNSCC_ComboP2_C09	L:T:CD4:Treg
HNSCC_combo2_HNSCC_ComboP2_B07	L:B
HNSCC_combo2_HNSCC_ComboP2_C10	L:T:CD4:Treg
HNSCC_combo2_HNSCC_ComboP2_D10	L:T:CD4:TRM
HNSCC_combo2_HNSCC_ComboP2_E04	L:T:CD8:TRM
HNSCC_combo2_HNSCC_ComboP2_D07	L:B
HNSCC12_p19_HNSCC12_P19_F03	L:T:CD8:Ex
HNSCC12_p19_HNSCC12_P19_G07	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_G04	L:T:CD4:EM
HNSCC12_p19_HNSCC12_P19_E06	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_B07	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_F02	L:T:CD4:Ex
HNSCC12_p19_HNSCC12_P19_E11	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_F10	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_D08	L:T:CD4:EM
HNSCC12_p19_HNSCC12_P19_G05	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_B01	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_C09	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_E10	L:T:CD4:Ex
HNSCC12_p19_HNSCC12_P19_E09	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_E07	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_D12	L:T:CD4:Ex
HNSCC12_p19_HNSCC12_P19_H10	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_G08	L:T:CD4:Treg
HNSCC12_p19_HNSCC12_P19_D09	L:T:CD4:Treg
HNSCC12_p19_HNSCC12_P19_B08	L:T:CD4:Treg
HNSCC12_p19_HNSCC12_P19_H09	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_B05	L:T:CD4:EM
HNSCC12_p19_HNSCC12_P19_G09	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_B12	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_H11	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_H03	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_G03	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_E02	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_F07	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_B06	L:T:CD4:Treg
HNSCC12_p19_HNSCC12_P19_C05	L:T:CD4:Treg
HNSCC12_p19_HNSCC12_P19_H07	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_E12	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_E03	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_A09	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_C11	L:T:CD4:EM
HNSCC12_p19_HNSCC12_P19_D07	L:T:CD8:EM
HNSCC12_p19_HNSCC12_P19_B09	L:T:CD4:EM
HNSCC12_p19_HNSCC12_P19_H05	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_A11	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_F09	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_C04	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_G06	L:T:CD8:TRM
HNSCC12_p19_HNSCC12_P19_E05	L:T:CD8:EMRA
HNSCC12_p19_HNSCC12_P19_D02	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_C06	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_B09	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_D01	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_A02	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_B07	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_E11	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_D09	L:NK
HNSCC12_p20_HNSCC12_P20_D11	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_E06	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_F05	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_G02	L:NK
HNSCC12_p20_HNSCC12_P20_H06	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_C02	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_D03	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_B05	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_H03	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_A12	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_H10	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_B08	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_C10	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_D07	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_B11	L:T:CD4:Ex
HNSCC12_p20_HNSCC12_P20_E10	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_G05	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_C01	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_E12	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_B04	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_H04	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_B02	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_A08	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_C03	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_G11	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_F10	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_A01	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_G06	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_A05	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_A07	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_E07	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_H09	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_E08	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_G04	L:T:CD4:Ex
HNSCC12_p20_HNSCC12_P20_B03	L:T:CD8:EMRA
HNSCC12_p20_HNSCC12_P20_C08	L:T:CD4:Treg
HNSCC12_p20_HNSCC12_P20_G01	L:T:CD8:TRM
HNSCC12_p20_HNSCC12_P20_E04	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_H08	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_C12	L:T:CD4:Tfh
HNSCC12_p20_HNSCC12_P20_G09	L:T:CD8:EM
HNSCC12_p20_HNSCC12_P20_D04	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_H07	L:T:CD4:EM
HNSCC12_p20_HNSCC12_P20_G12	L:T:CD4:Treg
HNSCC13_p11_HNSCC13_P11_D05	L:T:CD4:Treg
HNSCC13_p11_HNSCC13_P11_B02	L:T:CD4:Ex
HNSCC13_p11_HNSCC13_P11_F10	L:T:CD4:Treg
HNSCC13_p11_HNSCC13_P11_D03	L:T:CD4:EM
HNSCC13_p11_HNSCC13_P11_F09	M:Mast
HNSCC13_p11_HNSCC13_P11_A03	L:T:CD4:Treg
HNSCC13_p11_HNSCC13_P11_C11	L:T:CD4:EM
HNSCC13_p11_HNSCC13_P11_C03	L:T:CD8:EMRA
HNSCC13_p11_HNSCC13_P11_B09	L:T:CD4:Treg
HNSCC13_p11_HNSCC13_P11_E01	L:T:CD4:Ex
HNSCC13_p11_HNSCC13_P11_F07	L:T:CD4:Treg
HNSCC10_p14_HNSCC10_P14_B12	L:B:PC
HNSCC10_p14_HNSCC10_P14_B06	L:B:PC
HNSCC10_p14_HNSCC10_P14_A02	L:NK
HNSCC10_p14_HNSCC10_P14_H12	L:B:PC
HNSCC10_p14_HNSCC10_P14_D12	L:T:CD4:TRM
HNSCC10_p14_HNSCC10_P14_D05	L:B
HNSCC10_p14_HNSCC10_P14_C07	L:B
HNSCC10_p14_HNSCC10_P14_D02	L:B:PC
HNSCC10_p14_HNSCC10_P14_G08	L:B:PC
HNSCC10_p14_HNSCC10_P14_A12	L:B:PC
HNSCC10_p14_HNSCC10_P14_F10	L:B:PC
HNSCC10_p14_HNSCC10_P14_H08	L:B:PC
HNSCC10_p14_HNSCC10_P14_B02	L:B:PC
HNSCC10_p14_HNSCC10_P14_B05	L:B:PC
HNSCC10_p14_HNSCC10_P14_A07	L:B:PC
HNSCC10_p14_HNSCC10_P14_H07	M:pDC
HNSCC10_p14_HNSCC10_P14_G02	L:B:PC
HNSCC10_p14_HNSCC10_P14_F03	L:B:PC
HNSCC10_p14_HNSCC10_P14_A11	L:B:PC
HNSCC10_p14_HNSCC10_P14_C04	L:B:PC
HNSCC10_p14_HNSCC10_P14_G06	L:B:PC
HNSCC10_p14_HNSCC10_P14_E09	L:B:PC
HNSCC10_p14_HNSCC10_P14_D10	L:B
HNSCC10_p14_HNSCC10_P14_D08	L:B:PC
HNSCC10_p14_HNSCC10_P14_H04	L:B:PC
HNSCC10_p14_HNSCC10_P14_B10	L:B
HNSCC10_p14_HNSCC10_P14_A06	L:B:PC
HNSCC10_p14_HNSCC10_P14_E03	L:B
HNSCC10_p14_HNSCC10_P14_G09	L:B:PC
HNSCC10_p14_HNSCC10_P14_E07	L:B:PC
HNSCC10_p14_HNSCC10_P14_F02	L:B:PC
HNSCC10_p14_HNSCC10_P14_B08	L:B:PC
HNSCC10_p14_HNSCC10_P14_D03	L:B
HNSCC10_p14_HNSCC10_P14_F06	L:B:PC
HNSCC10_p14_HNSCC10_P14_E05	L:B:PC
HNSCC10_p14_HNSCC10_P14_F09	L:B
HNSCC10_p14_HNSCC10_P14_B11	L:B:PC
HNSCC10_p14_HNSCC10_P14_B04	L:B:PC
HNSCC10_p14_HNSCC10_P14_D07	L:B:PC
HNSCC6_p16_HNSCC6_P16_D01	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_A10	M:pDC
HNSCC6_p16_HNSCC6_P16_E06	M:Mast
HNSCC6_p16_HNSCC6_P16_H05	CD34
HNSCC6_p16_HNSCC6_P16_H08	M:Mast
HNSCC6_p16_HNSCC6_P16_B11	L:B
HNSCC6_p16_HNSCC6_P16_A09	CD34
HNSCC6_p16_HNSCC6_P16_D03	M:cDC
HNSCC6_p16_HNSCC6_P16_F04	L:T:CD4:TRM
HNSCC6_p16_HNSCC6_P16_E01	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_G07	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_G03	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_H06	M:cDC
HNSCC6_p16_HNSCC6_P16_A07	CD34
HNSCC6_p16_HNSCC6_P16_F06	CD34
HNSCC6_p16_HNSCC6_P16_E05	L:T:CD4:TRM
HNSCC6_p16_HNSCC6_P16_B03	L:T:CD4:Naive
HNSCC6_p16_HNSCC6_P16_A06	CD34
HNSCC6_p16_HNSCC6_P16_B06	CD34
HNSCC6_p16_HNSCC6_P16_A04	M:cDC
HNSCC6_p16_HNSCC6_P16_G05	L:B
HNSCC6_p16_HNSCC6_P16_E12	M:Mast
HNSCC6_p16_HNSCC6_P16_F07	M:cDC
HNSCC6_p16_HNSCC6_P16_G11	CD34
HNSCC6_p16_HNSCC6_P16_D07	CD34
HNSCC6_p16_HNSCC6_P16_D12	CD34
HNSCC6_p16_HNSCC6_P16_A08	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_C02	CD34
HNSCC6_p16_HNSCC6_P16_C03	M:cDC
HNSCC6_p16_HNSCC6_P16_B04	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_D10	M:Mast
HNSCC6_p16_HNSCC6_P16_B07	L:T:CD4:TRM
HNSCC6_p16_HNSCC6_P16_F11	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_C04	CD34
HNSCC6_p16_HNSCC6_P16_H07	CD34
HNSCC6_p16_HNSCC6_P16_A12	CD34
HNSCC6_p16_HNSCC6_P16_F05	CD34
HNSCC6_p16_HNSCC6_P16_G10	CD34
HNSCC6_p16_HNSCC6_P16_F09	M:Mega
HNSCC6_p16_HNSCC6_P16_B08	L:T:CD4:Ex
HNSCC6_p16_HNSCC6_P16_B02	CD34
HNSCC6_p16_HNSCC6_P16_D05	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_D11	M:Mast
HNSCC6_p16_HNSCC6_P16_G06	CD34
HNSCC6_p16_HNSCC6_P16_A05	M:cDC
HNSCC6_p16_HNSCC6_P16_E03	M:Mast
HNSCC6_p16_HNSCC6_P16_E04	CD34
HNSCC6_p16_HNSCC6_P16_F10	L:B
HNSCC6_p16_HNSCC6_P16_H11	CD34
HNSCC6_p16_HNSCC6_P16_H04	L:B
HNSCC6_p16_HNSCC6_P16_H10	CD34
HNSCC6_p16_HNSCC6_P16_E07	L:T:CD4:TRM
HNSCC6_p16_HNSCC6_P16_C10	L:T:CD4:Ex
HNSCC6_p16_HNSCC6_P16_A03	CD34
HNSCC6_p16_HNSCC6_P16_F02	M:Mono:mDC
HNSCC6_p16_HNSCC6_P16_B10	L:T:CD4:Treg
HNSCC6_p16_HNSCC6_P16_F01	CD34
HNSCC6_p16_HNSCC6_P16_B05	L:T:CD4:TRM
HNSCC6_p16_HNSCC6_P16_C01	CD34
HNSCC6_p16_HNSCC6_P16_H03	CD34
HNSCC6_p16_HNSCC6_P16_B01	CD34
HNSCC6_p16_HNSCC6_P16_A11	CD34
HNSCC10_p1_HNSCC10_P1_G09	L:B
HNSCC10_p1_HNSCC10_P1_A06	L:B:PC
HNSCC10_p1_HNSCC10_P1_B05	M:Mast
HNSCC10_p1_HNSCC10_P1_C05	L:B:PC
HNSCC10_p1_HNSCC10_P1_D03	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_C12	L:T:CD4:TRM
HNSCC10_p1_HNSCC10_P1_E06	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_D07	L:B:PC
HNSCC10_p1_HNSCC10_P1_F10	M:Mast
HNSCC10_p1_HNSCC10_P1_B08	L:B:PC
HNSCC10_p1_HNSCC10_P1_E05	M:pDC
HNSCC10_p1_HNSCC10_P1_A07	L:B
HNSCC10_p1_HNSCC10_P1_B07	M:Mast
HNSCC10_p1_HNSCC10_P1_H07	L:B:PC
HNSCC10_p1_HNSCC10_P1_F06	L:B:PC
HNSCC10_p1_HNSCC10_P1_H04	L:B:PC
HNSCC10_p1_HNSCC10_P1_G11	L:B:PC
HNSCC10_p1_HNSCC10_P1_H11	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_F02	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_D04	L:B:PC
HNSCC10_p1_HNSCC10_P1_F08	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_G05	L:B:PC
HNSCC10_p1_HNSCC10_P1_G01	M:Mast
HNSCC10_p1_HNSCC10_P1_G04	L:T:CD4:TRM
HNSCC10_p1_HNSCC10_P1_A01	M:Mast
HNSCC10_p1_HNSCC10_P1_H08	L:B:PC
HNSCC10_p1_HNSCC10_P1_F07	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_E04	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_D09	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_F09	M:Mast
HNSCC10_p1_HNSCC10_P1_C06	L:B:PC
HNSCC10_p1_HNSCC10_P1_D01	L:B:PC
HNSCC10_p1_HNSCC10_P1_F05	M:Mast
HNSCC10_p1_HNSCC10_P1_A03	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_A05	L:B:PC
HNSCC10_p1_HNSCC10_P1_D12	L:T:CD4:Treg
HNSCC10_p1_HNSCC10_P1_B09	L:T:CD4:TRM
HNSCC10_p4_HNSCC10_P4_F12	L:B:PC
HNSCC10_p4_HNSCC10_P4_A06	L:B
HNSCC10_p4_HNSCC10_P4_H12	L:B:PC
HNSCC10_p4_HNSCC10_P4_H04	M:Mast
HNSCC10_p4_HNSCC10_P4_D12	L:B:PC
HNSCC10_p4_HNSCC10_P4_H10	L:B:PC
HNSCC10_p4_HNSCC10_P4_B11	L:B:PC
HNSCC10_p4_HNSCC10_P4_A12	L:B:PC
HNSCC10_p4_HNSCC10_P4_A01	L:T:CD4:Treg
HNSCC10_p4_HNSCC10_P4_G04	L:T:CD4:Treg
HNSCC10_p4_HNSCC10_P4_H07	L:B:PC
HNSCC10_p4_HNSCC10_P4_C11	L:B:PC
HNSCC10_p4_HNSCC10_P4_C10	L:B:PC
HNSCC12_p11_HNSCC12_P11_G05	M:cDC
HNSCC12_p11_HNSCC12_P11_C03	M:Mast
HNSCC12_p11_HNSCC12_P11_B10	L:T:CD4:Treg
HNSCC12_p11_HNSCC12_P11_G06	M:Neu
HNSCC12_p11_HNSCC12_P11_H12	L:B:PC
HNSCC12_p11_HNSCC12_P11_E11	L:T:CD4:TRM
HNSCC12_p11_HNSCC12_P11_A03	CD34
HNSCC12_p11_HNSCC12_P11_D08	L:T:CD4:Treg
HNSCC12_p11_HNSCC12_P11_F12	M:Ery
HNSCC12_p11_HNSCC12_P11_E10	L:B:PC
HNSCC12_p11_HNSCC12_P11_G07	CD34
HNSCC12_p11_HNSCC12_P11_E05	CD34
HNSCC12_p11_HNSCC12_P11_G12	M:Neu
HNSCC12_p11_HNSCC12_P11_B12	M:cDC
HNSCC12_p11_HNSCC12_P11_F09	CD34
HNSCC12_p18_HNSCC12_P18_F12	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_C05	L:T:CD8:TRM
HNSCC12_p18_HNSCC12_P18_D02	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_G05	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_E05	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_B07	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_G07	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_H07	L:NK
HNSCC12_p18_HNSCC12_P18_D08	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_A07	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_D03	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_C04	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_C09	L:NK
HNSCC12_p18_HNSCC12_P18_F03	L:NK
HNSCC12_p18_HNSCC12_P18_H01	L:B
HNSCC12_p18_HNSCC12_P18_F11	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_B09	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_F07	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_H05	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_H06	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_C03	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_C10	L:T:CD8:EMRA
HNSCC12_p18_HNSCC12_P18_C12	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_D06	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_B05	L:T:CD8:EMRA
HNSCC12_p18_HNSCC12_P18_H08	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_E02	L:T:CD8:TRM
HNSCC12_p18_HNSCC12_P18_C11	L:T:CD4:EM
HNSCC12_p18_HNSCC12_P18_D04	L:T:CD4:Tfh
HNSCC12_p18_HNSCC12_P18_C02	L:T:CD8:EMRA
HNSCC12_p18_HNSCC12_P18_D09	L:NK
HNSCC12_p18_HNSCC12_P18_F09	L:T:CD8:EM
HNSCC12_p18_HNSCC12_P18_A12	L:T:CD8:TRM
HNSCC12_p18_HNSCC12_P18_D12	L:T:CD8:EMRA
HNSCC12_p18_HNSCC12_P18_G08	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_E10	L:T:CD8:TRM
HNSCC12_p18_HNSCC12_P18_D10	L:T:CD4:Ex
HNSCC12_p18_HNSCC12_P18_C08	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_H03	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_E03	L:T:CD4:EM
HNSCC12_p18_HNSCC12_P18_G06	L:NK
HNSCC12_p18_HNSCC12_P18_G10	L:T:CD4:Tfh
HNSCC12_p18_HNSCC12_P18_A01	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_B01	L:T:CD4:Treg
HNSCC12_p18_HNSCC12_P18_E11	L:B
HNSCC12_p18_HNSCC12_P18_C01	L:T:CD8:EMRA
HNSCC13_p1_HNSCC13_P1_B12	M:cDC
HNSCC13_p1_HNSCC13_P1_E09	L:B:PC
HNSCC13_p1_HNSCC13_P1_G05	M:Mast
HNSCC13_p1_HNSCC13_P1_B04	L:T:CD4:TRM
HNSCC13_p1_HNSCC13_P1_D10	M:Mast
HNSCC13_p1_HNSCC13_P1_D05	M:Mast
HNSCC13_p1_HNSCC13_P1_D09	L:T:CD4:Treg
HNSCC13_p1_HNSCC13_P1_G10	M:Mast
HNSCC13_p1_HNSCC13_P1_A04	L:B:PC
HNSCC13_p1_HNSCC13_P1_D02	L:T:CD8:TRM
HNSCC13_p1_HNSCC13_P1_A10	L:T:CD4:Treg
HNSCC13_p1_HNSCC13_P1_G11	CD34
HNSCC13_p1_HNSCC13_P1_D11	M:Eos
HNSCC13_p1_HNSCC13_P1_H12	M:Mast
HNSCC13_p1_HNSCC13_P1_B02	M:cDC
HNSCC13_p1_HNSCC13_P1_F08	L:B:PC
HNSCC13_p1_HNSCC13_P1_B05	L:T:CD4:Treg
HNSCC13_p1_HNSCC13_P1_B09	M:cDC
HNSCC13_p19_HNSCC13_P19_E06	L:T:CD4:Treg
HNSCC13_p19_HNSCC13_P19_D04	L:B
HNSCC13_p19_HNSCC13_P19_G06	M:Mast
HNSCC13_p19_HNSCC13_P19_B11	M:cDC
HNSCC13_p19_HNSCC13_P19_A04	M:cDC
HNSCC13_p19_HNSCC13_P19_F05	M:cDC
HNSCC13_p19_HNSCC13_P19_B06	M:pDC
HNSCC13_p19_HNSCC13_P19_E11	M:cDC
HNSCC13_p19_HNSCC13_P19_H06	M:cDC
HNSCC13_p19_HNSCC13_P19_G07	M:cDC
HNSCC13_p19_HNSCC13_P19_C12	M:pDC
HNSCC13_p19_HNSCC13_P19_H01	M:cDC
HNSCC13_p19_HNSCC13_P19_F07	M:cDC
HNSCC13_p19_HNSCC13_P19_H12	L:T:CD4:TRM
HNSCC13_p19_HNSCC13_P19_G05	M:cDC
HNSCC13_p19_HNSCC13_P19_G04	L:B
HNSCC13_p19_HNSCC13_P19_C01	L:T:CD4:TRM
HNSCC13_p19_HNSCC13_P19_E12	L:T:CD4:Treg
HNSCC13_p19_HNSCC13_P19_F09	L:B
HNSCC13_p19_HNSCC13_P19_H03	M:pDC
HNSCC13_p19_HNSCC13_P19_B10	L:T:CD8:EM
HNSCC13_p19_HNSCC13_P19_G11	M:cDC
HNSCC13_p19_HNSCC13_P19_D12	L:B:PC
HNSCC13_p19_HNSCC13_P19_A11	L:B
HNSCC13_p19_HNSCC13_P19_B12	L:T:CD4:TRM
HNSCC13_p19_HNSCC13_P19_A10	M:pDC
HNSCC13_p19_HNSCC13_P19_H09	L:T:CD4:Tfh
HNSCC13_p19_HNSCC13_P19_F06	L:B
HNSCC13_p19_HNSCC13_P19_D03	M:cDC
HNSCC13_p19_HNSCC13_P19_E07	M:cDC
HNSCC13_p19_HNSCC13_P19_H11	L:B
HNSCC13_p19_HNSCC13_P19_E03	L:B
HNSCC13_p19_HNSCC13_P19_C08	M:cDC
HNSCC13_p19_HNSCC13_P19_B03	CD34
HNSCC13_p19_HNSCC13_P19_D06	L:B:PC
HNSCC13_p19_HNSCC13_P19_C06	M:cDC
HNSCC13_p19_HNSCC13_P19_E10	M:cDC
HNSCC13_p19_HNSCC13_P19_C10	L:B:PC
HNSCC13_p19_HNSCC13_P19_E02	M:cDC
HNSCC13_p19_HNSCC13_P19_B02	L:T:CD4:Treg
HNSCC13_p19_HNSCC13_P19_G09	L:B:PC
HNSCC13_p19_HNSCC13_P19_G01	L:B
HNSCC13_p19_HNSCC13_P19_D02	M:pDC
HNSCC13_p19_HNSCC13_P19_F04	M:cDC
HNSCC13_p19_HNSCC13_P19_A05	M:pDC
HNSCC13_p19_HNSCC13_P19_E09	L:B:PC
HNSCC13_p19_HNSCC13_P19_A08	M:Neu
HNSCC13_p19_HNSCC13_P19_F01	L:B
HNSCC13_p19_HNSCC13_P19_F03	L:B:PC
HNSCC13_p19_HNSCC13_P19_G10	M:cDC
HNSCC13_p19_HNSCC13_P19_G03	L:B:PC
HNSCC13_p19_HNSCC13_P19_A06	M:pDC
HNSCC13_p19_HNSCC13_P19_F12	M:Mono:mDC
HNSCC13_p19_HNSCC13_P19_E08	L:T:CD4:Treg
HNSCC13_p19_HNSCC13_P19_H10	M:pDC
HNSCC13_p19_HNSCC13_P19_C11	M:pDC
HNSCC13_p19_HNSCC13_P19_B04	M:cDC
HNSCC13_p19_HNSCC13_P19_B08	M:cDC
HNSCC13_p19_HNSCC13_P19_B07	L:T:CD8:EM
HNSCC13_p19_HNSCC13_P19_E01	L:B
HNSCC13_p19_HNSCC13_P19_G08	L:B:PC
HNSCC5_p3_HNSCC5_P3_D09	M:Mast
HNSCC5_p3_HNSCC5_P3_E10	M:Mast
HNSCC5_p3_HNSCC5_P3_A10	M:Mono:mDC
HNSCC5_p3_HNSCC5_P3_E03	L:T:CD4:Treg
HNSCC5_p3_HNSCC5_P3_E09	L:B
HNSCC5_p3_HNSCC5_P3_F12	M:Mast
HNSCC5_p3_HNSCC5_P3_C05	M:Mast
HNSCC5_p3_HNSCC5_P3_A08	M:Mono:mDC
HNSCC5_p3_HNSCC5_P3_D10	M:Mast
HNSCC5_p3_HNSCC5_P3_F07	M:Mast
HNSCC5_p3_HNSCC5_P3_H01	M:cDC
HNSCC5_p3_HNSCC5_P3_F08	M:Mast
HNSCC5_p3_HNSCC5_P3_C01	M:Neu
HNSCC5_p3_HNSCC5_P3_C11	M:cDC
HNSCC5_p3_HNSCC5_P3_H06	L:T:CD4:TRM
HNSCC5_p3_HNSCC5_P3_A05	L:T:CD4:Treg
HNSCC5_p3_HNSCC5_P3_E12	M:Mono:mDC
HNSCC5_p3_HNSCC5_P3_E08	L:T:CD4:Treg
HNSCC5_p3_HNSCC5_P3_G10	M:Mast
HNSCC5_p3_HNSCC5_P3_C06	M:Mast
HNSCC5_p3_HNSCC5_P3_D05	M:Neu
